Timestamp,String_ID,G_front,G_rear,T_cell,Voltage_V,Current_A,Label
'2025-01-07 07:51:02,1,377.84,56.68,32.27,25.5,5.2168,Short Circuit
'2025-01-17 15:15:42,2,592.09,88.81,37.62,11.22,10.3908,Short Circuit
'2025-01-22 07:57:40,1,431.77,64.77,34.65,2.42,0.344,Open Circuit
'2025-01-29 14:57:18,2,558.9,83.84,38.65,3.22,8.8972,Healthy
'2025-01-03 13:01:15,1,894.96,134.24,45.65,43.01,0.7165,Open Circuit
'2025-01-25 09:55:54,1,773.1,115.97,41.55,47.12,13.5613,Short Circuit
'2025-01-14 14:46:18,2,618.34,92.75,39.85,4.68,9.8289,Healthy
'2025-01-12 15:21:02,2,508.13,76.22,36.52,27.94,0.4051,Open Circuit
'2025-01-19 14:57:51,1,556.4,83.46,34.85,43.43,4.6239,Healthy
'2025-01-15 07:47:55,1,369.28,55.39,30.27,2.13,6.4594,Short Circuit
'2025-01-06 09:18:52,2,669.3,100.39,40.05,40.03,0.5344,Open Circuit
'2025-01-27 15:38:26,1,486.48,72.97,33.75,29.34,0.6677,Shading
'2025-01-28 14:26:00,1,717.62,107.64,40.72,2.01,11.4574,Healthy
'2025-01-08 15:48:23,1,496.52,74.48,36.05,56.14,0.0,Open Circuit
'2025-01-05 11:30:46,1,956.9,143.54,49.89,96.12,0.4361,Open Circuit
'2025-01-07 10:22:05,2,807.83,121.17,43.37,85.41,0.2329,Open Circuit
'2025-01-30 14:54:27,2,563.46,84.52,38.89,13.92,5.1324,Shading
'2025-01-21 07:56:37,2,414.79,62.22,32.86,23.57,2.9829,Shading
'2025-01-15 08:53:41,1,557.85,83.68,37.09,16.64,0.4449,Open Circuit
'2025-01-28 10:21:09,1,791.86,118.78,43.74,74.64,0.3814,Shading
'2025-01-14 10:51:16,2,865.69,129.85,44.54,91.57,0.6292,Healthy
'2025-01-19 08:01:08,1,447.74,67.16,35.08,22.29,5.7613,Healthy
'2025-01-17 12:37:55,1,931.45,139.72,47.02,52.23,10.8388,Healthy
'2025-01-11 09:01:06,1,582.46,87.37,36.91,66.42,0.0,Open Circuit
'2025-01-17 16:19:39,1,337.35,50.6,30.78,9.67,0.2683,Open Circuit
'2025-01-19 13:25:08,2,869.62,130.44,44.63,75.51,4.9565,Healthy
'2025-01-10 15:03:53,2,621.29,93.19,37.71,18.92,5.505,Shading
'2025-01-16 14:23:08,2,709.66,106.45,41.71,78.01,0.0034,Open Circuit
'2025-01-01 07:41:28,1,397.52,59.63,30.47,34.31,0.332,Shading
'2025-01-01 11:47:26,1,978.68,146.8,50.77,11.61,9.3051,Shading
'2025-01-15 07:18:11,2,264.98,39.75,26.39,30.62,0.039,Open Circuit
'2025-01-07 11:19:48,2,954.7,143.2,50.07,58.49,10.2186,Healthy
'2025-01-27 08:16:00,2,466.65,70.0,32.9,19.85,0.3715,Open Circuit
'2025-01-23 09:47:03,2,720.34,108.05,39.95,36.96,5.412,Shading
'2025-01-05 16:17:09,1,365.8,54.87,29.01,14.49,3.0793,Shading
'2025-01-03 07:00:56,2,231.98,34.8,26.75,18.44,1.9894,Healthy
'2025-01-04 07:05:25,1,333.75,50.06,29.92,24.31,0.3843,Shading
'2025-01-03 10:23:11,1,789.3,118.4,42.16,15.13,12.2306,Healthy
'2025-01-20 15:42:38,1,423.34,63.5,33.39,23.13,0.3371,Open Circuit
'2025-01-18 15:27:40,1,560.72,84.11,36.33,37.78,0.4468,Open Circuit
'2025-01-08 09:48:44,1,721.38,108.21,40.35,7.81,0.5761,Open Circuit
'2025-01-01 10:22:34,2,783.63,117.54,45.48,77.52,0.2529,Shading
'2025-01-09 09:55:22,1,800.18,120.03,44.85,53.22,0.9598,Shading
'2025-01-07 15:39:13,2,522.73,78.41,37.68,24.08,4.1609,Shading
'2025-01-27 11:34:07,2,926.75,139.01,49.15,34.75,13.0235,Healthy
'2025-01-12 12:58:35,1,940.38,141.06,48.14,92.28,0.0,Short Circuit
'2025-01-26 15:22:30,2,485.88,72.88,35.92,5.75,0.3873,Open Circuit
'2025-01-12 14:26:55,2,711.02,106.65,42.56,49.78,0.5678,Open Circuit
'2025-01-19 14:28:44,2,709.75,106.46,39.79,54.16,0.0,Short Circuit
'2025-01-13 12:58:15,1,864.09,129.61,46.45,63.2,0.0,Short Circuit
'2025-01-12 10:43:33,2,888.69,133.3,45.89,52.26,0.7114,Open Circuit
'2025-01-27 08:57:45,1,572.22,85.83,38.65,31.65,6.8916,Healthy
'2025-01-20 16:05:04,2,379.85,56.98,32.79,31.46,0.3,Open Circuit
'2025-01-19 13:35:21,1,799.98,120.0,44.27,46.37,1.0995,Shading
'2025-01-26 07:55:13,1,429.91,64.49,32.83,20.84,3.3666,Shading
'2025-01-02 07:59:25,1,372.98,55.95,30.04,33.44,0.2898,Open Circuit
'2025-01-26 12:18:14,2,990.54,148.58,48.2,76.62,0.9008,Shading
'2025-01-06 10:02:20,2,771.74,115.76,42.47,85.76,0.0,Short Circuit
'2025-01-17 15:10:46,1,607.98,91.2,38.05,54.35,0.0,Short Circuit
'2025-01-20 16:21:57,1,355.7,53.36,32.01,21.71,4.0642,Healthy
'2025-01-10 16:41:13,2,339.72,50.96,29.27,11.82,2.9472,Shading
'2025-01-26 10:48:22,2,848.24,127.24,44.65,3.22,13.5587,Healthy
'2025-01-02 08:27:42,1,517.08,77.56,34.64,51.36,1.8887,Healthy
'2025-01-22 12:14:13,1,964.68,144.7,50.22,28.55,8.5639,Shading
'2025-01-18 16:42:39,1,345.22,51.78,31.42,16.06,6.0417,Short Circuit
'2025-01-28 13:48:21,1,795.35,119.3,42.87,15.93,12.2906,Healthy
'2025-01-25 16:55:02,2,298.69,44.8,30.49,6.11,2.7609,Shading
'2025-01-28 16:13:36,1,425.46,63.82,33.78,8.38,0.3388,Open Circuit
'2025-01-25 09:08:44,1,585.13,87.77,36.65,4.71,10.2642,Short Circuit
'2025-01-08 11:19:49,2,909.72,136.46,48.87,11.21,16.0455,Short Circuit
'2025-01-27 15:21:40,2,483.3,72.5,36.27,26.42,8.4765,Short Circuit
'2025-01-23 11:03:16,2,917.63,137.64,48.2,23.84,8.3045,Shading
'2025-01-06 15:19:33,2,509.37,76.41,35.15,24.51,8.9293,Short Circuit
'2025-01-10 11:03:57,1,911.48,136.72,48.42,90.96,0.0,Short Circuit
'2025-01-30 07:03:41,1,313.66,47.05,28.35,11.16,0.2492,Open Circuit
'2025-01-24 14:42:39,1,648.29,97.24,39.8,54.67,4.3628,Healthy
'2025-01-26 10:37:47,1,892.16,133.82,47.43,42.07,0.7148,Open Circuit
'2025-01-13 11:06:07,1,902.93,135.44,46.64,29.22,0.7232,Open Circuit
'2025-01-11 12:47:11,2,905.2,135.78,47.48,23.03,13.6886,Healthy
'2025-01-21 11:01:58,2,858.96,128.84,45.55,71.38,0.0,Short Circuit
'2025-01-23 08:28:48,2,536.49,80.47,37.28,22.64,7.3484,Healthy
'2025-01-16 15:38:04,1,528.15,79.22,34.85,36.63,0.0,Short Circuit
'2025-01-20 08:20:49,1,457.58,68.64,32.93,44.74,0.0,Short Circuit
'2025-01-23 10:11:27,1,841.59,126.24,43.77,64.29,0.8164,Shading
'2025-01-20 09:34:11,2,692.38,103.86,40.47,50.7,0.0,Short Circuit
'2025-01-15 12:22:22,1,901.53,135.23,45.83,68.12,0.8796,Shading
'2025-01-12 08:48:36,1,546.06,81.91,38.22,50.93,2.6648,Healthy
'2025-01-27 11:26:52,1,949.0,142.35,47.97,90.41,0.3734,Shading
'2025-01-06 11:35:48,2,934.76,140.21,48.06,61.81,1.1096,Shading
'2025-01-06 08:38:05,2,539.16,80.87,36.79,13.67,8.1609,Healthy
'2025-01-10 13:09:04,2,838.12,125.72,43.64,73.1,0.6456,Open Circuit
'2025-01-05 16:57:42,2,267.6,40.14,28.09,15.58,0.2125,Open Circuit
'2025-01-04 09:24:36,2,701.41,105.21,41.69,47.88,0.5601,Open Circuit
'2025-01-01 15:47:14,2,480.24,72.04,32.69,44.86,0.3628,Open Circuit
'2025-01-21 12:32:57,2,903.28,135.49,48.25,54.53,1.1844,Shading
'2025-01-17 09:40:35,1,678.72,101.81,41.12,7.93,10.7236,Healthy
'2025-01-25 08:59:25,1,603.47,90.52,39.87,58.79,0.4149,Open Circuit
'2025-01-18 07:37:55,2,354.9,53.23,29.47,19.01,2.6591,Shading
'2025-01-30 10:05:07,1,818.94,122.84,45.24,2.57,14.4208,Short Circuit
'2025-01-17 08:32:06,2,504.78,75.72,37.01,51.93,0.1588,Shading
'2025-01-19 16:01:23,1,384.52,57.68,31.81,11.4,3.4262,Shading
'2025-01-05 08:22:17,2,508.34,76.25,36.64,44.91,0.3947,Open Circuit
'2025-01-14 12:56:33,2,928.06,139.21,47.63,74.15,6.5854,Healthy
'2025-01-07 15:44:14,1,422.89,63.43,30.88,21.73,5.3799,Healthy
'2025-01-09 15:33:32,2,514.65,77.2,35.55,39.33,4.4447,Healthy
'2025-01-10 15:20:20,2,534.21,80.13,34.43,8.29,0.4255,Open Circuit
'2025-01-02 11:31:56,1,920.89,138.13,48.79,97.04,0.1305,Open Circuit
'2025-01-27 13:55:44,1,822.31,123.35,45.53,43.15,14.4822,Short Circuit
'2025-01-26 16:54:54,2,262.79,39.42,26.2,8.73,2.3015,Shading
'2025-01-06 07:09:38,2,257.48,38.62,29.16,20.11,0.0,Short Circuit
'2025-01-17 14:02:23,1,738.43,110.76,43.22,65.65,0.0,Short Circuit
'2025-01-09 15:24:01,2,481.01,72.15,34.42,37.63,0.4821,Shading
'2025-01-23 14:26:08,2,696.55,104.48,40.24,18.62,6.2844,Shading
'2025-01-29 11:48:26,2,954.43,143.16,47.6,97.91,0.0,Short Circuit
'2025-01-06 09:21:42,1,613.16,91.97,36.46,34.65,7.2905,Healthy
'2025-01-07 15:10:20,2,569.43,85.41,35.75,8.1,9.9848,Short Circuit
'2025-01-13 13:51:47,2,812.94,121.94,45.12,2.42,14.3145,Short Circuit
'2025-01-02 09:44:28,1,733.53,110.03,41.38,72.44,0.0,Short Circuit
'2025-01-23 13:08:20,1,861.39,129.21,46.09,31.79,15.1742,Short Circuit
'2025-01-16 10:45:34,1,841.0,126.15,44.82,43.0,0.673,Open Circuit
'2025-01-25 16:18:34,2,363.94,54.59,29.94,28.85,0.2883,Open Circuit
'2025-01-20 10:55:43,1,893.36,134.0,44.95,0.59,8.5794,Shading
'2025-01-19 13:26:01,1,843.55,126.53,47.03,22.24,0.6757,Open Circuit
'2025-01-23 11:11:50,2,894.02,134.1,45.71,4.15,0.7157,Open Circuit
'2025-01-23 09:16:49,1,665.37,99.81,38.76,15.94,11.6828,Short Circuit
'2025-01-15 13:48:49,1,817.41,122.61,43.06,7.88,12.9705,Healthy
'2025-01-05 11:51:40,2,946.22,141.93,50.38,53.22,0.7591,Open Circuit
'2025-01-25 09:50:31,2,754.53,113.18,43.56,4.69,13.2767,Short Circuit
'2025-01-09 16:44:04,1,327.57,49.13,28.82,16.61,5.726,Short Circuit
'2025-01-14 11:38:45,1,911.18,136.68,47.54,1.79,0.7301,Open Circuit
'2025-01-24 11:14:54,1,879.4,131.91,45.48,5.82,15.4872,Short Circuit
'2025-01-13 13:45:39,1,828.88,124.33,44.22,17.25,0.6632,Open Circuit
'2025-01-15 11:32:54,2,973.22,145.98,47.71,95.9,2.3102,Healthy
'2025-01-13 09:34:48,2,726.48,108.97,41.94,17.21,11.0719,Healthy
'2025-01-01 14:47:26,1,610.62,91.59,37.51,35.07,0.487,Open Circuit
'2025-01-09 07:32:00,1,357.82,53.67,29.52,35.21,0.2591,Open Circuit
'2025-01-25 12:46:40,2,932.54,139.88,46.04,59.17,9.7268,Healthy
'2025-01-02 13:34:14,2,866.23,129.94,44.13,21.45,7.882,Shading
'2025-01-20 11:11:04,1,873.15,130.97,45.57,34.92,7.2362,Shading
'2025-01-15 10:55:57,2,930.64,139.6,48.59,77.91,0.0,Short Circuit
'2025-01-30 10:26:25,1,790.83,118.62,43.85,83.38,0.2424,Open Circuit
'2025-01-16 12:00:14,1,999.2,149.88,50.39,4.14,0.8016,Open Circuit
'2025-01-08 15:15:39,2,503.98,75.6,35.15,4.91,4.7832,Shading
'2025-01-06 15:16:24,2,543.09,81.46,37.42,51.5,2.473,Healthy
'2025-01-24 07:42:13,2,342.09,51.31,28.88,24.02,3.4415,Healthy
'2025-01-13 08:31:46,2,471.8,70.77,34.39,26.56,8.2679,Short Circuit
'2025-01-30 15:51:14,2,410.81,61.62,32.81,29.81,0.4687,Shading
'2025-01-01 12:51:05,1,926.87,139.03,46.2,68.55,0.9372,Shading
'2025-01-26 11:35:16,2,949.73,142.46,50.36,6.69,0.7619,Open Circuit
'2025-01-16 09:36:53,1,666.24,99.94,40.95,73.5,0.0028,Shading
'2025-01-25 07:46:10,1,374.64,56.2,30.27,23.13,0.2978,Open Circuit
'2025-01-27 10:59:34,2,911.99,136.8,46.78,14.49,8.5738,Shading
'2025-01-19 13:52:12,2,822.74,123.41,44.44,84.51,0.0,Short Circuit
'2025-01-17 07:12:26,2,255.78,38.37,27.74,0.36,0.2031,Open Circuit
'2025-01-25 08:00:47,2,406.91,61.04,32.55,35.78,2.6534,Healthy
'2025-01-03 07:03:17,2,317.17,47.58,30.45,8.25,2.8731,Shading
'2025-01-02 16:21:09,2,363.56,54.53,29.39,28.91,3.0454,Healthy
'2025-01-24 16:59:18,2,304.77,45.71,29.8,16.59,2.2655,Shading
'2025-01-11 14:47:37,2,635.67,95.35,37.87,33.27,7.9075,Healthy
'2025-01-19 11:07:52,2,872.96,130.94,44.29,27.47,7.6737,Shading
'2025-01-07 10:33:20,1,809.15,121.37,44.55,7.02,7.7199,Shading
'2025-01-05 10:12:26,2,847.11,127.07,46.57,71.65,0.0,Short Circuit
'2025-01-08 08:24:20,1,506.77,76.02,35.75,57.17,0.0037,Open Circuit
'2025-01-04 09:37:44,1,685.06,102.76,42.42,4.42,6.549,Shading
'2025-01-21 08:18:48,1,425.78,63.87,31.2,45.67,0.0,Short Circuit
'2025-01-27 15:38:33,1,506.02,75.9,34.62,8.16,4.7393,Shading
'2025-01-17 08:04:43,1,400.91,60.14,33.66,34.31,0.3356,Shading
'2025-01-18 13:51:34,2,798.54,119.78,42.91,38.89,14.047,Short Circuit
'2025-01-30 16:01:01,1,418.44,62.77,31.7,20.72,0.3329,Open Circuit
'2025-01-05 11:47:53,2,953.49,143.02,50.03,11.78,9.0537,Shading
'2025-01-30 13:10:22,1,906.71,136.01,47.58,67.91,7.4339,Healthy
'2025-01-28 08:26:06,1,484.21,72.63,35.62,14.33,7.1893,Healthy
'2025-01-28 15:08:53,2,607.06,91.06,36.67,61.96,0.1974,Shading
'2025-01-26 12:30:02,2,940.77,141.12,49.19,28.36,16.5954,Short Circuit
'2025-01-03 09:12:35,2,660.5,99.08,39.95,54.17,4.7655,Healthy
'2025-01-03 08:41:21,1,541.53,81.23,37.39,26.64,4.1871,Shading
'2025-01-10 13:47:37,2,769.65,115.45,41.57,56.39,0.817,Shading
'2025-01-16 09:36:13,2,663.05,99.46,38.49,63.47,0.3283,Shading
'2025-01-16 07:22:16,2,357.76,53.66,31.86,13.97,0.2847,Open Circuit
'2025-01-16 10:31:53,2,849.71,127.46,44.2,37.24,6.8257,Shading
'2025-01-13 16:30:13,1,366.79,55.02,31.89,17.05,2.9284,Shading
'2025-01-18 12:41:07,2,913.91,137.09,45.53,17.12,16.0953,Short Circuit
'2025-01-30 13:59:35,2,796.6,119.49,42.59,49.16,8.6698,Healthy
'2025-01-02 14:13:51,2,728.21,109.23,40.7,80.21,0.0,Short Circuit
'2025-01-04 15:30:56,1,520.85,78.13,37.18,48.81,2.5326,Healthy
'2025-01-14 08:38:24,2,561.75,84.26,38.39,10.55,9.8618,Short Circuit
'2025-01-07 11:18:33,2,896.49,134.47,45.96,4.08,15.7917,Short Circuit
'2025-01-25 13:05:03,1,855.01,128.25,46.3,13.75,8.0335,Shading
'2025-01-17 12:15:30,1,952.72,142.91,49.51,21.0,14.6245,Healthy
'2025-01-09 13:32:19,2,792.19,118.83,45.05,7.2,0.634,Open Circuit
'2025-01-17 12:07:45,1,947.69,142.15,48.62,28.43,0.7597,Open Circuit
'2025-01-03 08:39:12,2,548.98,82.35,34.49,53.06,0.0,Short Circuit
'2025-01-05 10:13:42,2,842.02,126.3,44.95,39.01,0.6739,Open Circuit
'2025-01-13 15:57:17,1,443.62,66.54,33.13,15.4,6.4089,Healthy
'2025-01-10 13:09:05,2,908.41,136.26,49.14,50.77,16.024,Short Circuit
'2025-01-15 14:47:03,1,629.84,94.48,38.52,47.6,0.6505,Shading
'2025-01-18 16:01:55,2,464.3,69.64,31.96,17.83,6.5534,Healthy
'2025-01-22 09:14:35,1,654.22,98.13,39.93,40.89,7.1236,Healthy
'2025-01-25 10:41:58,2,910.43,136.56,46.58,83.13,4.0487,Healthy
'2025-01-18 12:12:32,1,972.01,145.8,48.55,24.67,0.7792,Open Circuit
'2025-01-10 11:42:17,2,920.98,138.15,45.92,37.69,16.2226,Short Circuit
'2025-01-17 07:25:13,1,374.8,56.22,30.99,14.0,0.2981,Open Circuit
'2025-01-25 15:20:10,2,541.93,81.29,36.04,14.46,4.8928,Shading
'2025-01-22 16:07:11,1,449.59,67.44,33.61,10.97,0.358,Open Circuit
'2025-01-28 10:52:58,2,903.27,135.49,46.54,59.33,9.0651,Healthy
'2025-01-30 15:29:49,1,467.56,70.13,34.46,12.75,8.1937,Short Circuit
'2025-01-13 08:57:01,1,580.65,87.1,37.19,34.97,0.4631,Open Circuit
'2025-01-12 07:43:26,2,412.96,61.94,31.38,20.45,5.3457,Healthy
'2025-01-05 10:47:18,1,920.11,138.02,47.2,84.34,0.0,Short Circuit
'2025-01-20 16:40:14,2,350.0,52.5,28.62,15.36,6.1176,Short Circuit
'2025-01-11 10:17:44,2,817.81,122.67,44.07,47.1,14.3929,Short Circuit
'2025-01-18 16:43:49,1,271.03,40.65,29.09,0.2,4.7382,Short Circuit
'2025-01-16 11:36:00,1,976.4,146.46,48.2,33.91,0.7826,Open Circuit
'2025-01-03 12:46:42,2,873.86,131.08,47.94,54.01,9.3542,Healthy
'2025-01-04 10:49:33,2,847.27,127.09,43.55,6.45,14.9085,Short Circuit
'2025-01-01 15:11:29,2,581.22,87.18,38.06,57.01,2.1323,Healthy
'2025-01-13 11:25:09,1,895.65,134.35,45.52,47.47,10.874,Healthy
'2025-01-20 07:14:44,1,318.56,47.78,28.81,32.4,0.2183,Open Circuit
'2025-01-02 07:24:35,2,364.31,54.65,29.71,38.06,0.2255,Open Circuit
'2025-01-17 13:20:55,2,876.22,131.43,45.24,27.58,7.7013,Shading
'2025-01-26 07:42:13,1,342.55,51.38,31.33,26.22,3.043,Healthy
'2025-01-01 12:59:32,1,869.86,130.48,44.48,12.39,13.6795,Healthy
'2025-01-16 15:45:14,1,447.04,67.06,33.18,17.24,6.3034,Healthy
'2025-01-18 13:46:06,2,798.23,119.73,45.61,22.51,14.0586,Short Circuit
'2025-01-15 16:39:39,2,325.22,48.78,27.89,10.38,0.2583,Open Circuit
'2025-01-11 11:18:37,2,886.89,133.03,44.64,74.36,0.679,Shading
'2025-01-21 07:43:21,1,388.49,58.27,31.33,35.6,2.2495,Healthy
'2025-01-08 07:38:09,1,382.66,57.4,31.6,13.84,6.6974,Short Circuit
'2025-01-04 10:29:49,2,815.07,122.26,42.48,4.43,0.6516,Open Circuit
'2025-01-23 12:53:24,2,884.91,132.74,44.58,51.48,0.708,Open Circuit
'2025-01-06 09:31:55,1,739.73,110.96,41.14,69.77,0.0,Short Circuit
'2025-01-19 11:43:02,1,967.04,145.06,50.71,104.3,0.0,Shading
'2025-01-30 11:37:18,1,963.51,144.53,48.37,102.19,0.163,Healthy
'2025-01-30 11:59:28,1,934.87,140.23,48.8,52.83,10.7815,Healthy
'2025-01-15 15:09:27,1,588.07,88.21,38.15,23.38,8.1954,Healthy
'2025-01-15 07:55:05,2,446.97,67.04,31.62,4.75,7.8229,Short Circuit
'2025-01-24 10:56:10,1,865.26,129.79,45.51,79.21,0.6346,Open Circuit
'2025-01-28 15:44:22,1,455.27,68.29,31.73,26.3,0.3622,Open Circuit
'2025-01-05 12:52:11,1,941.59,141.24,48.07,55.42,10.5113,Healthy
'2025-01-28 14:14:05,2,761.32,114.2,41.07,46.6,13.3456,Short Circuit
'2025-01-07 12:27:57,1,923.75,138.56,49.47,82.67,0.6865,Open Circuit
'2025-01-06 14:46:33,2,643.71,96.56,40.5,41.62,6.7742,Healthy
'2025-01-20 16:06:40,1,364.29,54.64,32.69,36.99,1.2518,Healthy
'2025-01-01 07:15:32,2,297.52,44.63,29.77,12.55,0.2365,Open Circuit
'2025-01-13 13:47:25,1,812.62,121.89,42.7,85.36,0.2811,Open Circuit
'2025-01-04 16:33:31,2,349.97,52.5,31.7,17.03,4.5727,Healthy
'2025-01-29 13:16:07,2,910.19,136.53,47.91,39.4,16.0469,Short Circuit
'2025-01-30 09:21:19,2,698.52,104.78,41.71,11.48,6.5493,Shading
'2025-01-26 07:47:02,2,361.51,54.23,32.61,7.1,5.5857,Healthy
'2025-01-09 13:54:28,1,776.64,116.5,41.83,10.52,7.3345,Shading
'2025-01-13 07:31:56,2,392.48,58.87,29.88,3.38,6.2051,Healthy
'2025-01-04 15:49:21,1,488.09,73.21,34.58,11.47,8.554,Short Circuit
'2025-01-21 10:19:39,1,805.45,120.82,43.08,16.04,12.4518,Healthy
'2025-01-24 14:11:16,1,704.31,105.65,39.29,36.25,5.2881,Shading
'2025-01-18 07:27:01,1,320.47,48.07,29.2,10.18,2.8267,Shading
'2025-01-03 13:32:04,1,837.46,125.62,47.05,31.51,7.0681,Shading
'2025-01-03 14:26:42,2,696.28,104.44,41.17,4.49,6.6528,Shading
'2025-01-08 16:18:23,2,372.06,55.81,31.41,9.8,6.5114,Short Circuit
'2025-01-13 13:53:52,1,805.77,120.86,42.19,42.61,14.1697,Short Circuit
'2025-01-03 14:52:18,1,652.02,97.8,39.48,42.07,0.8268,Shading
'2025-01-21 15:01:40,2,590.85,88.63,37.84,33.16,7.0513,Healthy
'2025-01-04 13:21:31,2,886.57,132.99,48.48,14.61,13.8761,Healthy
'2025-01-08 08:21:04,2,436.03,65.4,31.7,24.17,3.1875,Shading
'2025-01-18 08:31:51,2,516.95,77.54,36.93,38.86,0.5475,Shading
'2025-01-10 09:00:44,2,647.23,97.08,39.32,15.68,0.5167,Open Circuit
'2025-01-05 13:25:22,2,856.3,128.44,46.72,26.84,12.5552,Healthy
'2025-01-02 12:03:05,1,920.79,138.12,47.47,37.56,7.5696,Shading
'2025-01-29 08:24:24,2,451.58,67.74,32.81,24.0,0.3594,Open Circuit
'2025-01-28 07:16:38,1,285.5,42.82,27.84,1.87,2.7124,Shading
'2025-01-08 08:12:46,1,461.56,69.23,35.65,42.67,0.2941,Shading
'2025-01-30 07:27:54,2,287.55,43.13,26.66,23.65,0.0,Short Circuit
'2025-01-06 16:09:03,1,390.42,58.56,32.98,19.59,5.0199,Healthy
'2025-01-12 14:38:21,2,611.24,91.69,36.47,14.7,9.2976,Healthy
'2025-01-29 13:20:20,2,911.15,136.67,46.3,47.76,16.0524,Short Circuit
'2025-01-12 10:37:06,1,838.06,125.71,46.67,31.68,0.6712,Open Circuit
'2025-01-01 07:11:14,2,322.01,48.3,29.81,35.34,0.0622,Shading
'2025-01-26 07:25:09,2,342.57,51.39,31.32,4.01,5.995,Short Circuit
'2025-01-07 07:22:25,1,286.57,42.98,27.48,11.36,4.0253,Healthy
'2025-01-22 13:10:45,2,886.84,133.03,47.87,72.45,5.958,Healthy
'2025-01-23 08:21:16,2,435.97,65.4,31.12,30.02,0.3466,Open Circuit
'2025-01-18 13:31:34,1,800.0,120.0,45.83,15.7,0.6405,Open Circuit
'2025-01-12 07:57:22,1,455.66,68.35,32.11,42.01,2.531,Healthy
'2025-01-04 13:09:14,1,864.36,129.65,45.12,32.73,7.2831,Shading
'2025-01-07 16:28:31,2,384.64,57.7,30.72,22.53,6.7294,Short Circuit
'2025-01-29 16:55:44,1,274.32,41.15,26.59,18.23,4.7307,Short Circuit
'2025-01-26 10:20:33,1,852.55,127.88,47.17,14.18,0.683,Open Circuit
'2025-01-27 11:30:03,2,899.44,134.92,46.28,80.58,0.0,Short Circuit
'2025-01-15 10:12:28,1,837.77,125.67,44.94,29.78,14.7505,Short Circuit
'2025-01-23 13:26:52,1,874.55,131.18,45.84,14.5,0.7002,Open Circuit
'2025-01-15 08:53:44,2,613.75,92.06,37.58,39.91,0.7768,Shading
'2025-01-12 09:38:27,1,720.28,108.04,39.9,58.8,5.2157,Healthy
'2025-01-20 15:29:40,1,538.57,80.79,34.91,15.76,9.4401,Short Circuit
'2025-01-10 11:12:49,1,902.31,135.35,48.22,62.25,1.0143,Shading
'2025-01-07 11:41:01,2,992.58,148.89,50.35,71.27,8.606,Healthy
'2025-01-04 12:08:42,2,958.39,143.76,46.85,24.55,0.7677,Open Circuit
'2025-01-14 14:37:44,1,644.27,96.64,39.21,26.85,0.5143,Open Circuit
'2025-01-04 07:09:47,2,297.21,44.58,28.05,5.61,2.7585,Shading
'2025-01-18 16:40:49,2,291.45,43.72,28.1,0.4,2.7776,Shading
'2025-01-16 09:01:11,1,601.34,90.2,37.06,56.57,0.4443,Open Circuit
'2025-01-20 11:02:41,2,912.34,136.85,47.17,45.6,0.7309,Open Circuit
'2025-01-19 07:43:19,2,327.32,49.1,31.56,18.63,5.7287,Short Circuit
'2025-01-30 13:09:52,1,866.42,129.96,47.98,56.63,8.7316,Healthy
'2025-01-28 08:53:04,1,593.6,89.04,39.54,38.6,0.4738,Open Circuit
'2025-01-29 11:34:46,1,973.36,146.0,48.71,61.36,0.78,Open Circuit
'2025-01-22 14:13:10,2,731.87,109.78,43.22,71.7,2.3188,Healthy
'2025-01-04 14:06:41,1,771.7,115.76,43.58,51.99,0.0,Short Circuit
'2025-01-04 15:35:26,1,534.05,80.11,37.51,21.9,7.3816,Healthy
'2025-01-30 11:03:27,2,904.25,135.64,48.72,97.3,0.0,Open Circuit
'2025-01-12 16:37:48,2,323.02,48.45,28.07,9.31,0.2566,Open Circuit
'2025-01-30 12:31:14,2,964.74,144.71,48.61,60.06,0.7731,Open Circuit
'2025-01-09 13:17:21,2,849.45,127.42,44.27,39.3,0.6796,Open Circuit
'2025-01-19 11:00:01,2,895.27,134.29,47.56,36.99,0.7173,Open Circuit
'2025-01-19 12:02:01,1,983.55,147.53,51.02,81.73,0.0,Short Circuit
'2025-01-23 12:46:14,1,925.58,138.84,48.62,45.67,11.6697,Healthy
'2025-01-27 08:46:30,2,555.37,83.31,38.62,46.07,0.4382,Open Circuit
'2025-01-28 12:42:19,1,940.92,141.14,48.48,38.1,0.7542,Open Circuit
'2025-01-04 16:57:54,2,262.05,39.31,27.94,1.99,2.4871,Shading
'2025-01-23 16:04:32,1,375.01,56.25,29.92,10.24,5.6283,Healthy
'2025-01-22 16:43:52,1,306.72,46.01,27.69,11.43,2.6239,Shading
'2025-01-29 07:49:04,1,348.23,52.23,30.29,4.4,3.2827,Shading
'2025-01-06 07:05:30,1,275.27,41.29,30.13,3.87,4.3125,Healthy
'2025-01-29 10:07:38,2,765.79,114.87,43.98,54.4,0.8455,Shading
'2025-01-17 11:17:50,2,968.34,145.25,49.75,49.5,0.7766,Open Circuit
'2025-01-06 10:55:34,1,857.95,128.69,44.61,69.5,6.0473,Healthy
'2025-01-28 10:41:40,1,878.91,131.84,46.02,79.84,0.4889,Shading
'2025-01-08 16:26:35,2,368.29,55.24,31.0,2.9,5.8308,Healthy
'2025-01-03 13:15:14,2,842.6,126.39,45.3,75.24,0.6365,Open Circuit
'2025-01-09 15:43:37,2,467.64,70.15,35.11,15.74,4.0767,Shading
